ID,Parent ID,Card Type,Interchange Level,Regulated Indicator,Amount,Discount Fees Rate,Discount Fees Amount,Items,Item Fees Rate,Items Fees Amount,Tran Cost,Dial Items Count,Processing Fees Rate Dial,Non Dial Items Count,Processing Fees Rate Non Dial,Processing Fees Amount,Total Due
LK262993,721,Visa,REG FRD DB EIRF,2,$54.20,0.15%,$0.08,6,$0.22,$1.32,$0.00,0,$0.00,6,$0.02,$0.12,$1.52
LK262993,721,Visa,REG FRD DB MID QUAL,2,$19.95,0.15%,$0.03,2,$0.22,$0.44,$0.00,0,$0.00,2,$0.02,$0.04,$0.51
LK262993,721,Visa,REG FRD DB QUAL,2,"$2,655.43",0.16%,$4.31,54,$0.22,$11.88,$0.00,0,$0.00,54,$0.02,$1.08,$17.27
LK262993,721,Visa,Standard DB,0,$10.00,2.00%,$0.20,1,$0.25,$0.25,$0.00,0,$0.00,1,$0.02,$0.02,$0.47
LK262993,721,Visa,US BUS CP DB,0,$201.06,1.81%,$3.63,4,$0.10,$0.40,$0.00,0,$0.00,4,$0.02,$0.08,$4.11
LK262993,721,Visa,US VSP FUEL,0,$179.87,1.26%,$2.26,7,$0.25,$1.75,$0.00,0,$0.00,7,$0.02,$0.14,$4.15
LK262996,672,ACCEL Advantage POS,Qualified Petroleum,0,"$1,255.90",0.85%,$10.70,197,$0.22,$42.91,$0.00,0,$0.00,197,$0.02,$3.94,$57.55
LK262996,672,ACCEL/XCHG,Qualified Petroleum,0,$175.06,0.79%,$1.38,33,$0.16,$5.25,$0.00,0,$0.00,33,$0.02,$0.66,$7.29
LK262996,672,American Express,Normal,0,"$1,735.54",0.00%,$0.00,56,$0.00,$0.00,$0.00,0,$0.00,56,$0.02,$1.12,$1.12
LK262996,672,Cannot Route,Qualified Petroleum,0,$0.00,0.00%,$0.00,3,$0.00,$0.00,$0.00,0,$0.00,3,$0.02,$0.06,$0.06
LK262996,672,CU24,Qualified Petroleum,0,$26.72,0.82%,$0.22,5,$0.18,$0.90,$0.00,0,$0.00,5,$0.02,$0.10,$1.22
LK262996,672,Discover,BSL Commercial,0,$67.90,3.05%,$2.07,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$2.19
LK262996,672,Discover,Commrcl Electronic,0,$137.38,2.42%,$3.32,7,$0.10,$0.70,$0.00,0,$0.00,7,$0.02,$0.14,$4.16
LK262996,672,Discover,Cons CR Voucher 3,0,$59.68,-1.76%,($1.05),2,$0.00,$0.00,$0.00,0,$0.00,2,$0.02,$0.04,($1.01)
LK262996,672,Discover,Core Petroleum,0,$40.00,1.65%,$0.66,1,$0.05,$0.05,$0.00,0,$0.00,1,$0.02,$0.02,$0.73
LK262996,672,Discover,DB BSL Submission,0,$43.00,2.00%,$0.86,1,$0.25,$0.25,$0.00,0,$0.00,1,$0.02,$0.02,$1.13
LK262996,672,Discover,DB Petroleum,0,$22.00,0.86%,$0.19,1,$0.16,$0.16,$0.00,0,$0.00,1,$0.02,$0.02,$0.37
LK262996,672,Discover,PREM Cons Vchr 3,0,$51.50,-1.77%,($0.91),2,$0.00,$0.00,$0.00,0,$0.00,2,$0.02,$0.04,($0.87)
LK262996,672,Discover,PREM Petroleum,0,$124.45,1.85%,$2.30,5,$0.05,$0.25,$0.00,0,$0.00,5,$0.02,$0.10,$2.65
LK262996,672,Discover,REW Petroleum,0,"$2,464.13",1.83%,$45.19,71,$0.05,$3.55,$0.00,0,$0.00,71,$0.02,$1.42,$50.16
LK262996,672,Fuelman,Normal,0,"$1,927.14",0.00%,$0.00,53,$0.00,$0.00,$0.00,0,$0.00,53,$0.02,$1.06,$1.06
LK262996,672,InterLink,PAVD Fuel,2,$49.27,0.79%,$0.39,10,$0.19,$1.90,$0.00,0,$0.00,10,$0.02,$0.20,$2.49
LK262996,672,InterLink,Petro PP,0,$50.95,1.14%,$0.58,2,$0.19,$0.38,$0.00,0,$0.00,2,$0.02,$0.04,$1.00
LK262996,672,InterLink,Petro PP Small Tkt,0,$152.20,1.24%,$1.88,21,$0.17,$3.60,$0.00,0,$0.00,21,$0.02,$0.42,$5.90
LK262996,672,InterLink,Qualified Petro Small Tkt,0,$45.36,0.88%,$0.40,9,$0.17,$1.55,$0.00,0,$0.00,9,$0.02,$0.18,$2.13
LK262996,672,InterLink,Qualified Petroleum,0,$20.00,0.80%,$0.16,1,$0.19,$0.19,$0.00,0,$0.00,1,$0.02,$0.02,$0.37
LK262996,672,InterLink,Regulated,1,$80.51,0.05%,$0.04,3,$0.26,$0.78,$0.00,0,$0.00,3,$0.02,$0.06,$0.88
LK262996,672,InterLink,Regulated Small Tkt,1,$156.25,0.13%,$0.21,30,$0.23,$6.77,$0.00,0,$0.00,30,$0.02,$0.60,$7.58
LK262996,672,Maestro,Qualified Petroleum,0,"$7,642.40",0.75%,$57.11,922,$0.19,$177.85,$0.00,0,$0.00,922,$0.02,$18.44,$253.40
LK262996,672,Maestro,Reg Fraud Prevent,2,$209.64,0.04%,$0.09,28,$0.24,$6.74,$0.00,0,$0.00,28,$0.02,$0.56,$7.39
LK262996,672,MasterCard,Bus Data 2 Petro,0,"$2,599.29",2.16%,$56.06,47,$0.10,$4.70,$0.00,0,$0.00,47,$0.02,$0.94,$61.70
LK262996,672,MasterCard,Bus Enh Face to Face Petro,0,$37.49,2.24%,$0.84,4,$0.10,$0.40,$0.00,0,$0.00,4,$0.02,$0.08,$1.32
LK262996,672,MasterCard,Bus F2F Petro,0,$170.12,2.17%,$3.70,18,$0.10,$1.80,$0.00,0,$0.00,18,$0.02,$0.36,$5.86
LK262996,672,MasterCard,Bus Lvl4 Data II,0,$55.00,2.42%,$1.33,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$1.45
LK262996,672,MasterCard,Bus Wrld F2F Petro,0,$55.00,2.33%,$1.28,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$1.40
LK262996,672,MasterCard,Cons Ref Grp 3 DB,0,$185.93,-1.40%,($2.60),14,$0.00,$0.00,$0.00,0,$0.00,14,$0.02,$0.28,($2.32)
LK262996,672,MasterCard,Cons Ref Grp 4 CR,0,$16.87,-1.84%,($0.31),2,$0.00,$0.00,$0.00,0,$0.00,2,$0.02,$0.04,($0.27)
LK262996,672,MasterCard,Debit Cr Voucher FP,2,$75.01,-0.03%,($0.02),8,($0.22),($1.76),$0.00,0,$0.00,8,$0.02,$0.16,($1.62)
LK262996,672,MasterCard,Enh Petro Base     ,0,"$1,719.85",1.87%,$32.15,49,$0.00,$0.00,$0.00,0,$0.00,49,$0.02,$0.98,$33.13
LK262996,672,MasterCard,Fleet Crd Data 1,0,$44.64,2.76%,$1.23,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$1.35
LK262996,672,MasterCard,High Value Petroleum Base,0,$56.03,1.80%,$1.01,1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,$1.03
LK262996,672,MasterCard,Key Entered DB,0,$4.48,1.56%,$0.07,1,$0.15,$0.15,$0.00,0,$0.00,1,$0.02,$0.02,$0.24
LK262996,672,MasterCard,Merit 1,0,$190.50,2.01%,$3.82,6,$0.10,$0.60,$0.00,0,$0.00,6,$0.02,$0.12,$4.54
LK262996,672,MasterCard,Merit 1 DB,0,$760.31,1.71%,$12.99,33,$0.15,$4.95,$0.00,0,$0.00,33,$0.02,$0.66,$18.60
LK262996,672,MasterCard,Merit 1 Prepaid,0,$45.28,1.90%,$0.86,5,$0.20,$1.00,$0.00,0,$0.00,5,$0.02,$0.10,$1.96
LK262996,672,MasterCard,Petro Base              ,0,"$2,783.09",1.89%,$52.59,102,$0.00,$0.00,$0.00,0,$0.00,102,$0.02,$2.04,$54.63
LK262996,672,MasterCard,Petro CAT/AFD DB,0,"$26,556.70",0.81%,$215.74,886,$0.17,$150.62,$0.00,0,$0.00,886,$0.02,$17.72,$384.08
LK262996,672,MasterCard,Petro Srv Sta DB,0,"$13,318.73",0.81%,$108.03,900,$0.17,$153.00,$0.00,0,$0.00,900,$0.02,$18.00,$279.03
LK262996,672,MasterCard,Reg Db Face to Face FP,2,"$24,832.16",0.16%,$40.27,890,$0.22,$195.80,$0.00,0,$0.00,890,$0.02,$17.80,$253.87
LK262996,672,MasterCard,Reg Db Non Qual FP,2,$806.52,0.16%,$1.31,29,$0.22,$6.38,$0.00,0,$0.00,29,$0.02,$0.58,$8.27
LK262996,672,MasterCard,Regulated Debit Face to Face,1,$131.34,0.16%,$0.21,13,$0.21,$2.73,$0.00,0,$0.00,13,$0.02,$0.26,$3.20
LK262996,672,MasterCard,Regulated Debit Key Entered FP,2,$879.26,0.16%,$1.42,32,$0.22,$7.04,$0.00,0,$0.00,32,$0.02,$0.64,$9.10
LK262996,672,MasterCard,Standard DB,0,$262.03,2.03%,$5.32,21,$0.25,$5.25,$0.00,0,$0.00,21,$0.02,$0.42,$10.99
LK262996,672,MasterCard,WC Merit I,0,$61.57,2.16%,$1.33,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$1.57
LK262996,672,MasterCard,WC Petro Base           ,0,"$1,697.03",1.91%,$32.34,58,$0.00,$0.00,$0.00,0,$0.00,58,$0.02,$1.16,$33.50
LK262996,672,MasterCard,WE Petro Base           ,0,$227.78,1.66%,$3.77,4,$0.00,$0.00,$0.00,0,$0.00,4,$0.02,$0.08,$3.85
LK262996,672,Nyce East,Qualified Petroleum,0,$14.01,0.71%,$0.10,2,$0.17,$0.34,$0.00,0,$0.00,2,$0.02,$0.04,$0.48
LK262996,672,NYCE Premier,Qualified Petroleum,0,$16.88,0.77%,$0.13,3,$0.20,$0.60,$0.00,0,$0.00,3,$0.02,$0.06,$0.79
LK262996,672,Pulse,Qual Petro Smtk,0,"$4,905.43",0.88%,$43.22,770,$0.21,$161.08,$0.00,0,$0.00,770,$0.02,$15.40,$219.70
LK262996,672,Pulse,Qualified Petroleum,0,"$3,003.80",0.80%,$24.04,107,$0.23,$24.36,$0.00,0,$0.00,107,$0.02,$2.14,$50.54
LK262996,672,Pulse,Regulated FP Smtk,2,$40.62,0.15%,$0.06,8,$0.23,$1.80,$0.00,0,$0.00,8,$0.02,$0.16,$2.02
LK262996,672,Pulse Pay Choice,Qual Petro Smtk,0,"$1,855.15",0.88%,$16.37,302,$0.21,$63.47,$0.00,0,$0.00,302,$0.02,$6.04,$85.88
LK262996,672,Pulse Pay Choice,Qualified Petroleum,0,$530.01,0.80%,$4.23,23,$0.23,$5.26,$0.00,0,$0.00,23,$0.02,$0.46,$9.95
LK262996,672,Pulse Pay Choice,Regulated FP,2,"$2,259.75",0.05%,$1.17,84,$0.30,$24.98,$0.00,0,$0.00,84,$0.02,$1.68,$27.83
LK262996,672,Pulse Pay Choice,Regulated FP Smtk,2,"$3,845.05",0.13%,$5.02,615,$0.28,$172.51,$0.00,0,$0.00,615,$0.02,$12.30,$189.83
LK262996,672,Pulse Pay Limited,Qual Petro Smtk,0,$18.29,1.26%,$0.23,5,$0.18,$0.92,$0.00,0,$0.00,5,$0.02,$0.10,$1.25
LK262996,672,Pulse Pay Limited,Qualified Petroleum,0,$45.00,1.16%,$0.52,1,$0.23,$0.23,$0.00,0,$0.00,1,$0.02,$0.02,$0.77
LK262996,672,Pulse Pay Limited,Regulated FP,2,$44.53,0.04%,$0.02,1,$0.30,$0.30,$0.00,0,$0.00,1,$0.02,$0.02,$0.34
LK262996,672,Pulse Pay Limited,Regulated FP Smtk,2,$192.77,0.13%,$0.26,32,$0.28,$8.81,$0.00,0,$0.00,32,$0.02,$0.64,$9.71
LK262996,672,Star All Star,Qualified Petroleum,0,$462.61,0.80%,$3.70,44,$0.25,$10.98,$0.00,0,$0.00,44,$0.02,$0.88,$15.56
LK262996,672,Star West POS,Qualified Petroleum,0,$540.81,0.80%,$4.32,78,$0.17,$12.87,$0.00,0,$0.00,78,$0.02,$1.56,$18.75
LK262996,672,Star West POS,Reg Fraud Prevent,2,"$1,897.44",0.05%,$0.90,252,$0.26,$64.62,$0.00,0,$0.00,252,$0.02,$5.04,$70.56
LK262996,672,Visa,BUS ENH RETAIL,0,"$1,224.85",2.41%,$29.55,24,$0.10,$2.40,$0.00,0,$0.00,24,$0.02,$0.48,$32.43
LK262996,672,Visa,Business Retail         ,0,$353.21,2.31%,$8.16,6,$0.10,$0.60,$0.00,0,$0.00,6,$0.02,$0.12,$8.88
LK262996,672,Visa,Business Std,0,$75.00,3.05%,$2.29,1,$0.20,$0.20,$0.00,0,$0.00,1,$0.02,$0.02,$2.51
LK262996,672,Visa,Corporate Retail        ,0,$198.78,2.21%,$4.40,5,$0.10,$0.50,$0.00,0,$0.00,5,$0.02,$0.10,$5.00
LK262996,672,Visa,CPS Auto Fuel Dsp,0,"$9,113.08",1.26%,$114.79,211,$0.25,$52.75,$0.00,0,$0.00,211,$0.02,$4.22,$171.76
LK262996,672,Visa,CPS Sm Tckt DB,0,"$2,544.79",1.66%,$42.28,353,$0.04,$14.12,$0.00,0,$0.00,353,$0.02,$7.06,$63.46
LK262996,672,Visa,CPS SM Tckt PP,0,$428.54,1.72%,$7.35,69,$0.05,$3.45,$0.00,0,$0.00,69,$0.02,$1.38,$12.18
LK262996,672,Visa,CPS Small Ticket,0,$470.97,1.77%,$8.32,63,$0.04,$2.52,$0.00,0,$0.00,63,$0.02,$1.26,$12.10
LK262996,672,Visa,CPS Svc Stn,0,"$1,243.61",1.26%,$15.70,38,$0.25,$9.50,$0.00,0,$0.00,38,$0.02,$0.76,$25.96
LK262996,672,Visa,CPS Svc Stn DB,0,"$6,526.66",0.91%,$59.19,217,$0.15,$32.55,$0.00,0,$0.00,217,$0.02,$4.34,$96.08
LK262996,672,Visa,CPS Svc Stn PP,0,"$1,339.52",1.25%,$16.71,45,$0.15,$6.75,$0.00,0,$0.00,45,$0.02,$0.90,$24.36
LK262996,672,Visa,CPSAtoFuelDsp DB,0,"$26,165.87",0.91%,$238.11,834,$0.15,$125.10,$0.00,0,$0.00,834,$0.02,$16.68,$379.89
LK262996,672,Visa,CPSAtoFuelDsp PP,0,$251.73,1.28%,$3.21,13,$0.15,$1.95,$0.00,0,$0.00,13,$0.02,$0.26,$5.42
LK262996,672,Visa,CREDIT PETRO EIRF,0,$82.74,1.53%,$1.27,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$1.51
LK262996,672,Visa,Credit Voucher,0,$74.29,-1.75%,($1.30),3,$0.00,$0.00,$0.00,0,$0.00,3,$0.02,$0.06,($1.24)
LK262996,672,Visa,Debit Cr Voucher,0,$189.70,0.00%,$0.00,9,$0.00,$0.00,$0.00,0,$0.00,9,$0.02,$0.18,$0.18
LK262996,672,Visa,EIRF Petro DB,0,$263.61,1.76%,$4.65,17,$0.20,$3.40,$0.00,0,$0.00,17,$0.02,$0.34,$8.39
LK262996,672,Visa,Non GSA Purchase Trans 1,0,$2.33,-2.58%,($0.06),1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,($0.04)
LK262996,672,Visa,Purchase Lvl2,0,$85.69,2.15%,$1.84,4,$0.10,$0.40,$0.00,0,$0.00,4,$0.02,$0.08,$2.32
LK262996,672,Visa,Purchase Lvl3,0,$140.53,2.06%,$2.89,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$3.13
LK262996,672,Visa,Reg Db Face to Face FP,2,"$10,032.48",0.16%,$16.25,283,$0.22,$62.26,$0.00,0,$0.00,283,$0.02,$5.66,$84.17
LK262996,672,Visa,Reg Db Sm Tckt FP,2,"$1,091.28",0.16%,$1.77,149,$0.22,$32.78,$0.00,0,$0.00,149,$0.02,$2.98,$37.53
LK262996,672,Visa,REG FRD DB EIRF,2,$162.59,0.15%,$0.24,10,$0.22,$2.20,$0.00,0,$0.00,10,$0.02,$0.20,$2.64
LK262996,672,Visa,REG FRD DB QUAL,2,$321.46,0.16%,$0.51,6,$0.22,$1.32,$0.00,0,$0.00,6,$0.02,$0.12,$1.95
LK262996,672,Visa,Standard DB,0,$75.00,2.01%,$1.51,1,$0.25,$0.25,$0.00,0,$0.00,1,$0.02,$0.02,$1.78
LK262996,672,Visa,US SIGN BUS RETAIL,0,$209.05,2.50%,$5.23,4,$0.10,$0.40,$0.00,0,$0.00,4,$0.02,$0.08,$5.71
LK262996,672,Visa,US VSP FUEL,0,$215.67,1.25%,$2.70,11,$0.25,$2.75,$0.00,0,$0.00,11,$0.02,$0.22,$5.67
LK264450,684,ACCEL Advantage POS,Qualified Petroleum,0,"$2,085.55",0.85%,$17.74,155,$0.22,$34.28,$0.00,0,$0.00,155,$0.02,$3.10,$55.12
LK264450,684,ACCEL/XCHG,Qualified Petroleum,0,$244.78,0.80%,$1.96,22,$0.16,$3.50,$0.00,0,$0.00,22,$0.02,$0.44,$5.90
LK264450,684,ACCEL/XCHG,Reg Fraud Prevent,2,$64.82,0.03%,$0.02,5,$0.28,$1.40,$0.00,0,$0.00,5,$0.02,$0.10,$1.52
LK264450,684,American Express,Normal,0,"$10,025.58",0.00%,$0.00,221,$0.00,$0.00,$0.00,0,$0.00,221,$0.02,$4.42,$4.42
LK264450,684,Cannot Route,Qualified Petroleum,0,$0.00,0.00%,$0.00,9,$0.00,$0.00,$0.00,0,$0.00,9,$0.02,$0.18,$0.18
LK264450,684,CU24,Qualified Petroleum,0,$245.46,0.80%,$1.96,12,$0.18,$2.16,$0.00,0,$0.00,12,$0.02,$0.24,$4.36
LK264450,684,Discover,Comcl Voucher 1,0,$32.20,-2.24%,($0.72),1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,($0.70)
LK264450,684,Discover,Commrcl Electronic,0,$927.83,2.41%,$22.32,27,$0.10,$2.70,$0.00,0,$0.00,27,$0.02,$0.54,$25.56
LK264450,684,Discover,Core Petroleum,0,$80.05,1.65%,$1.32,3,$0.05,$0.15,$0.00,0,$0.00,3,$0.02,$0.06,$1.53
LK264450,684,Discover,PREM Petroleum,0,$451.39,1.83%,$8.27,13,$0.05,$0.65,$0.00,0,$0.00,13,$0.02,$0.26,$9.18
LK264450,684,Discover,PSL PETROLEUM,0,$459.67,1.84%,$8.45,11,$0.05,$0.55,$0.00,0,$0.00,11,$0.02,$0.22,$9.22
LK264450,684,Discover,PSL Petroleum PP,0,$90.81,0.87%,$0.79,4,$0.16,$0.64,$0.00,0,$0.00,4,$0.02,$0.08,$1.51
LK264450,684,Discover,REW Petroleum,0,"$3,074.98",1.84%,$56.48,83,$0.05,$4.15,$0.00,0,$0.00,83,$0.02,$1.66,$62.29
LK264450,684,Fuelman,Normal,0,$198.00,0.00%,$0.00,5,$0.00,$0.00,$0.00,0,$0.00,5,$0.02,$0.10,$0.10
LK264450,684,InterLink,Business Db,0,$42.90,1.70%,$0.73,1,$0.14,$0.14,$0.00,0,$0.00,1,$0.02,$0.02,$0.89
LK264450,684,InterLink,Business Db Small Tkt,0,$4.45,1.80%,$0.08,1,$0.12,$0.12,$0.00,0,$0.00,1,$0.02,$0.02,$0.22
LK264450,684,InterLink,PAVD Fuel,2,"$6,030.98",0.80%,$48.26,484,$0.18,$89.27,$0.00,0,$0.00,484,$0.02,$9.68,$147.21
LK264450,684,InterLink,PAVD Merchandise Return,2,$0.00,0.00%,$0.00,2,$0.04,$0.08,$0.00,0,$0.00,2,$0.02,$0.04,$0.12
LK264450,684,InterLink,PAVD Regulated,2,$4.34,0.00%,$0.00,1,$0.26,$0.26,$0.00,0,$0.00,1,$0.02,$0.02,$0.28
LK264450,684,InterLink,Petro PP,0,$611.79,1.15%,$7.06,21,$0.19,$3.99,$0.00,0,$0.00,21,$0.02,$0.42,$11.47
LK264450,684,InterLink,Petro PP Small Tkt,0,$354.80,1.22%,$4.33,54,$0.17,$8.96,$0.00,0,$0.00,54,$0.02,$1.08,$14.37
LK264450,684,InterLink,Qualified Petro Small Tkt,0,$417.00,0.88%,$3.65,67,$0.16,$10.75,$0.00,0,$0.00,67,$0.02,$1.34,$15.74
LK264450,684,InterLink,Qualified Petroleum,0,$375.67,0.80%,$3.01,9,$0.19,$1.71,$0.00,0,$0.00,9,$0.02,$0.18,$4.90
LK264450,684,InterLink,Regulated,1,$995.82,0.05%,$0.50,33,$0.26,$8.55,$0.00,0,$0.00,33,$0.02,$0.66,$9.71
LK264450,684,InterLink,Regulated Small Tkt,1,$705.83,0.13%,$0.94,101,$0.23,$23.10,$0.00,0,$0.00,101,$0.02,$2.02,$26.06
LK264450,684,Maestro,Qualified Petroleum,0,$544.12,0.75%,$4.07,56,$0.19,$10.78,$0.00,0,$0.00,56,$0.02,$1.12,$15.97
LK264450,684,Maestro,Reg Fraud Prevent,2,"$1,335.70",0.05%,$0.62,93,$0.24,$22.15,$0.00,0,$0.00,93,$0.02,$1.86,$24.63
LK264450,684,Maestro,Regulated,1,$0.00,0.00%,$0.00,1,$0.03,$0.03,$0.00,0,$0.00,1,$0.02,$0.02,$0.05
LK264450,684,MasterCard,Bus Data 2 Petro,0,"$12,272.70",2.16%,$264.85,197,$0.10,$19.70,$0.00,0,$0.00,197,$0.02,$3.94,$288.49
LK264450,684,MasterCard,Bus Enh Face to Face Petro,0,$53.78,2.29%,$1.23,9,$0.10,$0.90,$0.00,0,$0.00,9,$0.02,$0.18,$2.31
LK264450,684,MasterCard,Bus Enh Rate II Petro,0,$748.49,2.28%,$17.04,13,$0.10,$1.30,$0.00,0,$0.00,13,$0.02,$0.26,$18.60
LK264450,684,MasterCard,Bus F2F Petro,0,$368.32,2.13%,$7.86,17,$0.10,$1.70,$0.00,0,$0.00,17,$0.02,$0.34,$9.90
LK264450,684,MasterCard,Bus Lvl3 Data II,0,$432.33,2.32%,$10.04,7,$0.10,$0.70,$0.00,0,$0.00,7,$0.02,$0.14,$10.88
LK264450,684,MasterCard,Bus Lvl3 F2F,0,$46.45,2.33%,$1.08,6,$0.10,$0.60,$0.00,0,$0.00,6,$0.02,$0.12,$1.80
LK264450,684,MasterCard,Bus Lvl4 Data II,0,$146.02,2.42%,$3.53,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$3.77
LK264450,684,MasterCard,Bus Lvl4 F2F,0,$497.92,2.42%,$12.05,3,$0.10,$0.30,$0.00,0,$0.00,3,$0.02,$0.06,$12.41
LK264450,684,MasterCard,Bus Standard,0,$72.49,3.06%,$2.22,3,$0.10,$0.30,$0.00,0,$0.00,3,$0.02,$0.06,$2.58
LK264450,684,MasterCard,Bus Wrld F2F Petro,0,$106.11,2.32%,$2.46,4,$0.10,$0.40,$0.00,0,$0.00,4,$0.02,$0.08,$2.94
LK264450,684,MasterCard,BusWrldDat2Petr,0,$298.36,2.33%,$6.96,4,$0.10,$0.40,$0.00,0,$0.00,4,$0.02,$0.08,$7.44
LK264450,684,MasterCard,Commercial Face to Face,0,$89.10,2.32%,$2.07,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$2.19
LK264450,684,MasterCard,Cons Ref Grp 3 DB,0,$76.52,-1.39%,($1.06),6,$0.00,$0.00,$0.00,0,$0.00,6,$0.02,$0.12,($0.94)
LK264450,684,MasterCard,Cons Ref Grp 4 CR,0,$27.94,-1.86%,($0.52),5,$0.00,$0.00,$0.00,0,$0.00,5,$0.02,$0.10,($0.42)
LK264450,684,MasterCard,Consumr Prem Std,0,$45.54,3.21%,$1.46,1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,$1.48
LK264450,684,MasterCard,Consumr Super Prem Elect,0,$36.57,3.34%,$1.22,1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,$1.24
LK264450,684,MasterCard,Corp Ref Grp 4 CR,0,$326.60,-2.16%,($7.06),7,$0.00,$0.00,$0.00,0,$0.00,7,$0.02,$0.14,($6.92)
LK264450,684,MasterCard,Debit Cr Voucher FP,2,$20.00,-0.05%,($0.01),1,($0.22),($0.22),$0.00,0,$0.00,1,$0.02,$0.02,($0.21)
LK264450,684,MasterCard,Enh Petro Base     ,0,"$3,859.57",1.76%,$68.10,111,$0.00,$0.00,$0.00,0,$0.00,111,$0.02,$2.22,$70.32
LK264450,684,MasterCard,Fleet Crd Std,0,$627.01,3.06%,$19.17,7,$0.10,$0.70,$0.00,0,$0.00,7,$0.02,$0.14,$20.01
LK264450,684,MasterCard,High Value Petroleum Base,0,$74.77,2.11%,$1.58,2,$0.00,$0.00,$0.00,0,$0.00,2,$0.02,$0.04,$1.62
LK264450,684,MasterCard,Int'l Electronic,0,$156.36,2.46%,$3.84,4,$0.00,$0.00,$0.00,0,$0.00,4,$0.02,$0.08,$3.92
LK264450,684,MasterCard,Petro Base              ,0,"$5,078.55",1.80%,$91.32,170,$0.00,$0.00,$0.00,0,$0.00,170,$0.02,$3.40,$94.72
LK264450,684,MasterCard,Petro CAT/AFD DB,0,"$20,682.72",0.81%,$168.06,615,$0.17,$104.55,$0.00,0,$0.00,615,$0.02,$12.30,$284.91
LK264450,684,MasterCard,Petro Srv Sta DB,0,"$3,708.36",0.81%,$30.12,343,$0.17,$58.31,$0.00,0,$0.00,343,$0.02,$6.86,$95.29
LK264450,684,MasterCard,Reg Db Face to Face FP,2,"$6,091.64",0.16%,$9.77,195,$0.22,$42.90,$0.00,0,$0.00,195,$0.02,$3.90,$56.57
LK264450,684,MasterCard,Reg Db Non Qual FP,2,$490.32,0.16%,$0.80,11,$0.22,$2.42,$0.00,0,$0.00,11,$0.02,$0.22,$3.44
LK264450,684,MasterCard,Regulated Debit Face to Face,1,$90.58,0.17%,$0.15,7,$0.21,$1.47,$0.00,0,$0.00,7,$0.02,$0.14,$1.76
LK264450,684,MasterCard,Standard,0,$60.00,3.07%,$1.84,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$1.96
LK264450,684,MasterCard,Standard DB,0,$334.47,2.02%,$6.74,21,$0.25,$5.25,$0.00,0,$0.00,21,$0.02,$0.42,$12.41
LK264450,684,MasterCard,WC Petro Base           ,0,"$2,873.89",1.91%,$54.89,75,$0.00,$0.00,$0.00,0,$0.00,75,$0.02,$1.50,$56.39
LK264450,684,MasterCard,WE Petro Base           ,0,$243.84,1.87%,$4.57,7,$0.00,$0.00,$0.00,0,$0.00,7,$0.02,$0.14,$4.71
LK264450,684,Nyce East,Qualified Petroleum,0,$16.04,0.75%,$0.12,5,$0.17,$0.85,$0.00,0,$0.00,5,$0.02,$0.10,$1.07
LK264450,684,NYCE Premier,Qualified Petroleum,0,"$1,775.81",0.75%,$13.38,157,$0.20,$30.93,$0.00,0,$0.00,157,$0.02,$3.14,$47.45
LK264450,684,NYCE Premier,Reg Fraud Prevent,2,$20.00,0.05%,$0.01,3,$0.12,$0.37,$0.00,0,$0.00,3,$0.02,$0.06,$0.44
LK264450,684,Pulse,Qual Petro Smtk,0,"$3,866.07",0.88%,$34.00,589,$0.21,$121.41,$0.00,0,$0.00,589,$0.02,$11.78,$167.19
LK264450,684,Pulse,Qualified Petroleum,0,"$5,939.83",0.80%,$47.29,201,$0.23,$45.98,$0.00,0,$0.00,201,$0.02,$4.02,$97.29
LK264450,684,Pulse,Regulated FP,2,$415.93,0.05%,$0.21,14,$0.30,$4.19,$0.00,0,$0.00,14,$0.02,$0.28,$4.68
LK264450,684,Pulse,Regulated FP Smtk,2,$296.58,0.14%,$0.41,58,$0.26,$15.09,$0.00,0,$0.00,58,$0.02,$1.16,$16.66
LK264450,684,Pulse Pay Choice,Qual Petro Smtk,0,"$2,932.86",0.88%,$25.88,460,$0.21,$95.47,$0.00,0,$0.00,460,$0.02,$9.20,$130.55
LK264450,684,Pulse Pay Choice,Qualified Petroleum,0,"$4,331.31",0.74%,$31.84,139,$0.23,$31.56,$0.00,0,$0.00,139,$0.02,$2.78,$66.18
