ID,Parent ID,Card Type,Interchange Level,Regulated Indicator,Amount,Discount Fees Rate,Discount Fees Amount,Items,Item Fees Rate,Items Fees Amount,Tran Cost,Dial Items Count,Processing Fees Rate Dial,Non Dial Items Count,Processing Fees Rate Non Dial,Processing Fees Amount,Total Due
LK421819,917,Visa,Purchase Lvl3,0,$75.00,2.05%,$1.54,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$1.66
LK421819,917,Visa,Purchase Retail         ,0,$300.00,2.51%,$7.54,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$7.78
LK421819,917,Visa,Reg Db Face to Face FP,2,"$47,647.75",0.16%,$77.30,"1,486",$0.22,$326.92,$0.00,48,$0.02,"1,438",$0.02,$29.72,$433.94
LK421819,917,Visa,Reg Db Sm Tckt FP,2,$864.46,0.15%,$1.27,129,$0.22,$28.38,$0.00,2,$0.02,127,$0.02,$2.58,$32.23
LK421819,917,Visa,REG FRD DB EIRF,2,$18.64,0.11%,$0.02,4,$0.22,$0.88,$0.00,0,$0.00,4,$0.02,$0.08,$0.98
LK421819,917,Visa,REG FRD DB MID QUAL,2,"$1,204.06",0.16%,$1.93,6,$0.22,$1.32,$0.00,0,$0.00,6,$0.02,$0.12,$3.37
LK421819,917,Visa,REG FRD DB QUAL,2,"$43,204.37",0.16%,$69.40,412,$0.22,$90.64,$0.00,19,$0.02,393,$0.02,$8.24,$168.28
LK421819,917,Visa,REG FRD DB STD,2,$30.01,0.17%,$0.05,1,$0.22,$0.22,$0.00,0,$0.00,1,$0.02,$0.02,$0.29
LK421819,917,Visa,SUPER PREMIUM CARD,0,$11.28,2.93%,$0.33,1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,$0.35
LK421819,917,Visa,US BUS CP DB,0,"$3,816.29",1.81%,$69.09,44,$0.10,$4.40,$0.00,0,$0.00,44,$0.02,$0.88,$74.37
LK421819,917,Visa,US IR Reg DB,1,$228.34,1.02%,$2.33,9,$0.22,$1.98,$0.00,0,$0.00,9,$0.02,$0.18,$4.49
LK421819,917,Visa,US SIGN BUS RETAIL,0,"$4,843.19",2.51%,$121.55,35,$0.10,$3.50,$0.00,1,$0.02,34,$0.02,$0.70,$125.75
LK421819,917,Visa,US VSP FUEL,0,"$2,231.30",0.83%,$18.57,34,$0.25,$8.50,$0.00,2,$0.02,32,$0.02,$0.68,$27.75
LK422262,653,American Express,Normal,0,$968.39,0.00%,$0.00,19,$0.00,$0.00,$0.00,19,$0.02,0,$0.00,$0.38,$0.38
LK422262,653,Discover,Commrcl Electronic,0,$200.01,2.40%,$4.81,1,$0.10,$0.10,$0.00,1,$0.02,0,$0.00,$0.02,$4.93
LK422262,653,Discover,PREM Petroleum,0,$703.46,1.83%,$12.90,11,$0.05,$0.55,$0.00,11,$0.02,0,$0.00,$0.22,$13.67
LK422262,653,Discover,PSL PETROLEUM,0,$252.50,1.83%,$4.62,5,$0.05,$0.25,$0.00,5,$0.02,0,$0.00,$0.10,$4.97
LK422262,653,Discover,REW Petroleum,0,"$2,443.06",1.84%,$44.85,54,$0.05,$2.70,$0.00,54,$0.02,0,$0.00,$1.08,$48.63
LK422262,653,MasterCard,Bus Enh Face to Face Petro,0,$158.00,2.27%,$3.58,4,$0.10,$0.40,$0.00,4,$0.02,0,$0.00,$0.08,$4.06
LK422262,653,MasterCard,Bus F2F Petro,0,$888.26,2.16%,$19.21,14,$0.10,$1.40,$0.00,14,$0.02,0,$0.00,$0.28,$20.89
LK422262,653,MasterCard,Bus Wrld F2F Petro,0,$436.12,2.33%,$10.14,14,$0.10,$1.40,$0.00,14,$0.02,0,$0.00,$0.28,$11.82
LK422262,653,MasterCard,Enh Petro Base     ,0,"$1,298.06",0.80%,$10.32,12,$0.00,$0.00,$0.00,12,$0.02,0,$0.00,$0.24,$10.56
LK422262,653,MasterCard,Key Entered DB,0,$30.00,1.70%,$0.51,1,$0.15,$0.15,$0.00,1,$0.02,0,$0.00,$0.02,$0.68
LK422262,653,MasterCard,Petro Base              ,0,$878.14,1.82%,$15.99,24,$0.00,$0.00,$0.00,24,$0.02,0,$0.00,$0.48,$16.47
LK422262,653,MasterCard,Petro Srv Sta DB,0,"$24,478.68",0.81%,$197.62,899,$0.17,$152.83,$0.00,899,$0.02,0,$0.00,$17.98,$368.43
LK422262,653,MasterCard,Reg Db Face to Face FP,2,"$1,234.75",0.16%,$1.94,47,$0.22,$10.34,$0.00,47,$0.02,0,$0.00,$0.94,$13.22
LK422262,653,MasterCard,Reg Db Non Qual FP,2,$540.00,0.16%,$0.89,9,$0.22,$1.98,$0.00,9,$0.02,0,$0.00,$0.18,$3.05
LK422262,653,MasterCard,Regulated Debit Face to Face,1,$88.91,0.17%,$0.15,7,$0.21,$1.47,$0.00,7,$0.02,0,$0.00,$0.14,$1.76
LK422262,653,MasterCard,WC Petro Base           ,0,"$1,188.45",1.60%,$19.00,21,$0.00,$0.00,$0.00,21,$0.02,0,$0.00,$0.42,$19.42
LK422262,653,MasterCard,WE Petro Base           ,0,$30.00,2.10%,$0.63,1,$0.00,$0.00,$0.00,1,$0.02,0,$0.00,$0.02,$0.65
LK422262,653,Visa,BUS ENH RETAIL,0,$71.01,2.41%,$1.71,2,$0.10,$0.20,$0.00,2,$0.02,0,$0.00,$0.04,$1.95
LK422262,653,Visa,Business Retail         ,0,$789.52,2.31%,$18.23,12,$0.10,$1.20,$0.00,12,$0.02,0,$0.00,$0.24,$19.67
LK422262,653,Visa,CPS Rtl KeyEnt DB,0,$57.33,1.76%,$1.01,3,$0.15,$0.45,$0.00,3,$0.02,0,$0.00,$0.06,$1.52
LK422262,653,Visa,CPS Sm Tckt DB,0,"$1,266.75",1.68%,$21.23,141,$0.04,$5.64,$0.00,141,$0.02,0,$0.00,$2.82,$29.69
LK422262,653,Visa,CPS SM Tckt PP,0,$469.52,1.71%,$8.01,58,$0.05,$2.90,$0.00,58,$0.02,0,$0.00,$1.16,$12.07
LK422262,653,Visa,CPS Small Ticket,0,$117.88,1.81%,$2.13,12,$0.04,$0.48,$0.00,12,$0.02,0,$0.00,$0.24,$2.85
LK422262,653,Visa,CPS Svc Stn,0,"$8,072.36",1.21%,$97.92,192,$0.25,$48.00,$0.00,192,$0.02,0,$0.00,$3.84,$149.76
LK422262,653,Visa,CPS Svc Stn DB,0,"$24,607.72",0.89%,$219.32,651,$0.15,$97.65,$0.00,651,$0.02,0,$0.00,$13.02,$329.99
LK422262,653,Visa,CPS Svc Stn PP,0,"$1,652.21",1.26%,$20.78,50,$0.15,$7.50,$0.00,50,$0.02,0,$0.00,$1.00,$29.28
LK422262,653,Visa,EIRF Petro DB,0,$20.00,1.85%,$0.37,1,$0.20,$0.20,$0.00,1,$0.02,0,$0.00,$0.02,$0.59
LK422262,653,Visa,Purchase Lvl2,0,$624.50,2.16%,$13.52,10,$0.10,$1.00,$0.00,10,$0.02,0,$0.00,$0.20,$14.72
LK422262,653,Visa,Reg Db Face to Face FP,2,"$12,410.50",0.16%,$20.09,355,$0.22,$78.10,$0.00,355,$0.02,0,$0.00,$7.10,$105.29
LK422262,653,Visa,Reg Db Sm Tckt FP,2,"$1,586.06",0.18%,$2.83,174,$0.22,$38.28,$0.00,174,$0.02,0,$0.00,$3.48,$44.59
LK422262,653,Visa,REG FRD DB QUAL,2,"$1,847.23",0.16%,$2.96,18,$0.22,$3.96,$0.00,18,$0.02,0,$0.00,$0.36,$7.28
LK422262,653,Visa,US SIGN BUS RETAIL,0,$670.65,2.51%,$16.84,11,$0.10,$1.10,$0.00,11,$0.02,0,$0.00,$0.22,$18.16
LK422262,653,Visa,US VSP FUEL,0,$60.00,1.27%,$0.76,1,$0.25,$0.25,$0.00,1,$0.02,0,$0.00,$0.02,$1.03
LK422282,821,American Express,Normal,0,"$1,392.58",0.00%,$0.00,22,$0.00,$0.00,$0.00,22,$0.02,0,$0.00,$0.44,$0.44
LK422282,821,Discover,Commrcl Electronic,0,$199.76,2.40%,$4.80,4,$0.10,$0.40,$0.00,4,$0.02,0,$0.00,$0.08,$5.28
LK422282,821,Discover,Core Petroleum,0,$97.36,1.65%,$1.61,4,$0.05,$0.20,$0.00,4,$0.02,0,$0.00,$0.08,$1.89
LK422282,821,Discover,PREM Petroleum,0,$426.26,1.83%,$7.82,7,$0.05,$0.35,$0.00,7,$0.02,0,$0.00,$0.14,$8.31
LK422282,821,Discover,PSL PETROLEUM,0,$339.20,1.84%,$6.24,6,$0.05,$0.30,$0.00,6,$0.02,0,$0.00,$0.12,$6.66
LK422282,821,Discover,REW Petroleum,0,"$3,506.93",1.84%,$64.36,42,$0.05,$2.10,$0.00,42,$0.02,0,$0.00,$0.84,$67.30
LK422282,821,Fuelman,Normal,0,$66.00,0.00%,$0.00,1,$0.00,$0.00,$0.00,1,$0.02,0,$0.00,$0.02,$0.02
LK422282,821,InterLink,Regulated,1,$317.47,0.05%,$0.16,2,$0.26,$0.52,$0.00,2,$0.02,0,$0.00,$0.04,$0.72
LK422282,821,InterLink,Regulated Small Tkt,1,$0.00,0.00%,$0.00,2,$0.03,$0.05,$0.00,2,$0.02,0,$0.00,$0.04,$0.09
LK422282,821,MasterCard,Bus Data 2 Petro,0,$292.41,2.16%,$6.31,7,$0.10,$0.70,$0.00,7,$0.02,0,$0.00,$0.14,$7.15
LK422282,821,MasterCard,Bus Enh Face to Face Petro,0,$107.73,2.27%,$2.45,1,$0.10,$0.10,$0.00,1,$0.02,0,$0.00,$0.02,$2.57
LK422282,821,MasterCard,Bus F2F Petro,0,"$1,008.69",2.16%,$21.77,19,$0.10,$1.90,$0.00,19,$0.02,0,$0.00,$0.38,$24.05
LK422282,821,MasterCard,Bus Wrld F2F Petro,0,$330.71,2.30%,$7.61,7,$0.10,$0.70,$0.00,7,$0.02,0,$0.00,$0.14,$8.45
LK422282,821,MasterCard,Enh Petro Base     ,0,$333.30,1.83%,$6.10,10,$0.00,$0.00,$0.00,10,$0.02,0,$0.00,$0.20,$6.30
LK422282,821,MasterCard,Petro Base              ,0,$893.64,1.82%,$16.30,26,$0.00,$0.00,$0.00,26,$0.02,0,$0.00,$0.52,$16.82
LK422282,821,MasterCard,Petro Srv Sta DB,0,"$7,786.36",0.67%,$52.15,234,$0.17,$39.78,$0.00,234,$0.02,0,$0.00,$4.68,$96.61
LK422282,821,MasterCard,Reg Db Face to Face FP,2,"$4,546.88",0.16%,$7.24,136,$0.22,$29.92,$0.00,136,$0.02,0,$0.00,$2.72,$39.88
LK422282,821,MasterCard,Reg Db Non Qual FP,2,$130.72,0.16%,$0.21,1,$0.22,$0.22,$0.00,1,$0.02,0,$0.00,$0.02,$0.45
LK422282,821,MasterCard,Regulated Debit Face to Face,1,$102.48,0.16%,$0.16,1,$0.21,$0.21,$0.00,1,$0.02,0,$0.00,$0.02,$0.39
LK422282,821,MasterCard,WC Petro Base           ,0,"$2,487.86",1.62%,$40.38,51,$0.00,$0.00,$0.00,51,$0.02,0,$0.00,$1.02,$41.40
LK422282,821,MasterCard,WE Petro Base           ,0,$230.34,2.09%,$4.81,8,$0.00,$0.00,$0.00,8,$0.02,0,$0.00,$0.16,$4.97
LK422282,821,Pulse,Qualified Petroleum,0,$501.02,0.32%,$1.60,2,$0.23,$0.46,$0.00,2,$0.02,0,$0.00,$0.04,$2.10
LK422282,821,Pulse Pay Choice,Qualified Petroleum,0,$58.53,0.80%,$0.47,1,$0.23,$0.23,$0.00,1,$0.02,0,$0.00,$0.02,$0.72
LK422282,821,Pulse Pay Choice,Regulated FP,2,$66.03,0.05%,$0.03,2,$0.30,$0.60,$0.00,2,$0.02,0,$0.00,$0.04,$0.67
LK422282,821,Star West POS,Qualified Petroleum,0,$5.00,0.80%,$0.04,1,$0.17,$0.17,$0.00,1,$0.02,0,$0.00,$0.02,$0.23
LK422282,821,Star West POS,Reg Fraud Prevent,2,$48.00,0.04%,$0.02,2,$0.26,$0.52,$0.00,2,$0.02,0,$0.00,$0.04,$0.58
LK422282,821,Visa,BUS ENH RETAIL,0,$902.51,2.41%,$21.77,13,$0.10,$1.30,$0.00,13,$0.02,0,$0.00,$0.26,$23.33
LK422282,821,Visa,Business Retail         ,0,"$1,656.87",2.31%,$38.27,24,$0.10,$2.40,$0.00,24,$0.02,0,$0.00,$0.48,$41.15
LK422282,821,Visa,CPS Sm Tckt DB,0,$210.23,1.67%,$3.52,23,$0.04,$0.92,$0.00,23,$0.02,0,$0.00,$0.46,$4.90
LK422282,821,Visa,CPS SM Tckt PP,0,$159.79,1.70%,$2.72,19,$0.05,$0.95,$0.00,19,$0.02,0,$0.00,$0.38,$4.05
LK422282,821,Visa,CPS Small Ticket,0,$252.83,1.78%,$4.50,24,$0.04,$0.96,$0.00,24,$0.02,0,$0.00,$0.48,$5.94
LK422282,821,Visa,CPS Svc Stn,0,"$9,330.44",1.01%,$93.91,171,$0.25,$42.75,$0.00,171,$0.02,0,$0.00,$3.42,$140.08
LK422282,821,Visa,CPS Svc Stn DB,0,"$5,513.32",0.89%,$49.32,127,$0.15,$19.05,$0.00,127,$0.02,0,$0.00,$2.54,$70.91
LK422282,821,Visa,CPS Svc Stn PP,0,$500.06,1.26%,$6.31,18,$0.15,$2.70,$0.00,18,$0.02,0,$0.00,$0.36,$9.37
LK422282,821,Visa,Purchase Lvl2,0,$600.30,2.16%,$12.99,19,$0.10,$1.90,$0.00,19,$0.02,0,$0.00,$0.38,$15.27
LK422282,821,Visa,Reg Db Face to Face FP,2,"$18,152.68",0.16%,$29.03,455,$0.22,$100.10,$0.00,455,$0.02,0,$0.00,$9.10,$138.23
LK422282,821,Visa,Reg Db Sm Tckt FP,2,"$2,062.22",0.17%,$3.57,214,$0.22,$47.08,$0.00,214,$0.02,0,$0.00,$4.28,$54.93
LK422282,821,Visa,REG FRD DB QUAL,2,"$4,279.43",0.16%,$6.86,43,$0.22,$9.46,$0.00,43,$0.02,0,$0.00,$0.86,$17.18
LK422282,821,Visa,US BUS CP DB,0,"$3,264.49",1.81%,$59.14,33,$0.10,$3.30,$0.00,33,$0.02,0,$0.00,$0.66,$63.10
LK422282,821,Visa,US SIGN BUS RETAIL,0,$391.55,2.51%,$9.83,8,$0.10,$0.80,$0.00,8,$0.02,0,$0.00,$0.16,$10.79
LK422282,821,Visa,US VSP FUEL,0,$399.05,1.24%,$4.94,8,$0.25,$2.00,$0.00,8,$0.02,0,$0.00,$0.16,$7.10
LK422291,874,ACCEL Advantage POS,Qualified Petroleum,0,"$1,142.74",0.85%,$9.73,62,$0.22,$13.75,$0.00,41,$0.02,21,$0.02,$1.24,$24.72
LK422291,874,ACCEL/XCHG,Qualified Petroleum,0,$42.61,0.80%,$0.34,2,$0.16,$0.32,$0.00,1,$0.02,1,$0.02,$0.04,$0.70
LK422291,874,American Express,Normal,0,"$1,334.94",0.00%,$0.00,35,$0.00,$0.00,$0.00,24,$0.02,11,$0.02,$0.70,$0.70
LK422291,874,CU24,Qualified Petroleum,0,$37.95,0.79%,$0.30,1,$0.18,$0.18,$0.00,0,$0.00,1,$0.02,$0.02,$0.50
LK422291,874,Discover,Commrcl Electronic,0,$262.01,2.40%,$6.30,5,$0.10,$0.50,$0.00,3,$0.02,2,$0.02,$0.10,$6.90
LK422291,874,Discover,PREM Petroleum,0,$186.50,1.83%,$3.42,4,$0.05,$0.20,$0.00,3,$0.02,1,$0.02,$0.08,$3.70
LK422291,874,Discover,PSL PETROLEUM,0,$24.79,1.86%,$0.46,1,$0.05,$0.05,$0.00,1,$0.02,0,$0.00,$0.02,$0.53
LK422291,874,Discover,REW Petroleum,0,"$2,452.63",1.83%,$44.99,63,$0.05,$3.15,$0.00,36,$0.02,27,$0.02,$1.26,$49.40
LK422291,874,Fuelman,Normal,0,$28.43,0.00%,$0.00,1,$0.00,$0.00,$0.00,1,$0.02,0,$0.00,$0.02,$0.02
LK422291,874,InterLink,PAVD Fuel,2,$46.32,0.80%,$0.37,4,$0.19,$0.76,$0.00,2,$0.02,2,$0.02,$0.08,$1.21
LK422291,874,InterLink,PAVD Regulated,2,"$1,605.91",0.05%,$0.80,61,$0.26,$15.64,$0.00,40,$0.02,21,$0.02,$1.22,$17.66
LK422291,874,InterLink,Petro PP,0,$174.24,1.15%,$2.00,4,$0.19,$0.76,$0.00,2,$0.02,2,$0.02,$0.08,$2.84
LK422291,874,InterLink,Petro PP Small Tkt,0,$71.58,1.22%,$0.87,15,$0.13,$1.98,$0.00,13,$0.02,2,$0.02,$0.30,$3.15
LK422291,874,InterLink,Qualified Petro Small Tkt,0,$1.40,0.71%,$0.01,1,$0.17,$0.17,$0.00,1,$0.02,0,$0.00,$0.02,$0.20
LK422291,874,InterLink,Qualified Petroleum,0,$873.20,0.80%,$7.00,15,$0.19,$2.82,$0.00,9,$0.02,6,$0.02,$0.30,$10.12
LK422291,874,InterLink,Regulated,1,"$11,084.59",0.05%,$5.55,292,$0.26,$74.52,$0.00,191,$0.02,101,$0.02,$5.84,$85.91
LK422291,874,InterLink,Regulated Small Tkt,1,"$1,846.33",0.13%,$2.40,237,$0.23,$54.63,$0.00,157,$0.02,80,$0.02,$4.74,$61.77
LK422291,874,Maestro,Qualified Petroleum,0,$343.99,0.75%,$2.57,22,$0.20,$4.34,$0.00,9,$0.02,13,$0.02,$0.44,$7.35
LK422291,874,Maestro,Reg Fraud Prevent,2,"$2,602.30",0.05%,$1.29,131,$0.24,$31.72,$0.00,99,$0.02,32,$0.02,$2.62,$35.63
LK422291,874,MasterCard,Bus Data 2 Petro,0,$271.53,2.16%,$5.86,6,$0.10,$0.60,$0.00,3,$0.02,3,$0.02,$0.12,$6.58
LK422291,874,MasterCard,Bus Enh Face to Face Petro,0,$88.01,2.27%,$2.00,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$2.24
LK422291,874,MasterCard,Bus F2F Petro,0,$452.69,2.16%,$9.80,10,$0.10,$1.00,$0.00,6,$0.02,4,$0.02,$0.20,$11.00
LK422291,874,MasterCard,Bus Wrld F2F Petro,0,$197.81,2.33%,$4.61,3,$0.10,$0.30,$0.00,2,$0.02,1,$0.02,$0.06,$4.97
LK422291,874,MasterCard,Enh Petro Base     ,0,"$1,572.96",1.67%,$26.28,35,$0.00,$0.00,$0.00,25,$0.02,10,$0.02,$0.70,$26.98
LK422291,874,MasterCard,Key Entered DB,0,$30.00,1.70%,$0.51,1,$0.15,$0.15,$0.00,1,$0.02,0,$0.00,$0.02,$0.68
LK422291,874,MasterCard,Merit 1,0,$98.19,2.00%,$1.96,3,$0.10,$0.30,$0.00,3,$0.02,0,$0.00,$0.06,$2.32
LK422291,874,MasterCard,Merit 1 DB,0,$62.48,1.71%,$1.07,2,$0.15,$0.30,$0.00,2,$0.02,0,$0.00,$0.04,$1.41
LK422291,874,MasterCard,Petro Base              ,0,"$1,136.87",1.90%,$21.57,45,$0.00,$0.00,$0.00,28,$0.02,17,$0.02,$0.90,$22.47
LK422291,874,MasterCard,Petro Srv Sta DB,0,"$1,397.40",0.82%,$11.39,73,$0.17,$12.41,$0.00,43,$0.02,30,$0.02,$1.46,$25.26
LK422291,874,MasterCard,Reg Db Face to Face FP,2,"$1,496.21",0.16%,$2.37,53,$0.22,$11.66,$0.00,34,$0.02,19,$0.02,$1.06,$15.09
LK422291,874,MasterCard,Reg Db Non Qual FP,2,$376.85,0.16%,$0.61,2,$0.22,$0.44,$0.00,2,$0.02,0,$0.00,$0.04,$1.09
LK422291,874,MasterCard,Regulated Debit Face to Face,1,$20.55,0.19%,$0.04,2,$0.21,$0.42,$0.00,1,$0.02,1,$0.02,$0.04,$0.50
LK422291,874,MasterCard,Regulated Debit Key Entered FP,2,$92.15,0.17%,$0.16,3,$0.22,$0.66,$0.00,2,$0.02,1,$0.02,$0.06,$0.88
LK422291,874,MasterCard,WC Petro Base           ,0,"$1,122.23",1.57%,$17.61,28,$0.00,$0.00,$0.00,16,$0.02,12,$0.02,$0.56,$18.17
LK422291,874,MasterCard,WE Petro Base           ,0,$43.56,2.11%,$0.92,1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,$0.94
LK422291,874,Nyce East,Qualified Petroleum,0,$226.38,0.70%,$1.58,15,$0.15,$2.31,$0.00,15,$0.02,0,$0.00,$0.30,$4.19
LK422291,874,NYCE Premier,Qualified Petroleum,0,$269.57,0.75%,$2.02,9,$0.20,$1.80,$0.00,6,$0.02,3,$0.02,$0.18,$4.00
LK422291,874,Pulse,Qual Petro Smtk,0,$136.43,0.89%,$1.21,21,$0.21,$4.47,$0.00,14,$0.02,7,$0.02,$0.42,$6.10
LK422291,874,Pulse,Qualified Petroleum,0,$705.83,0.80%,$5.64,19,$0.23,$4.30,$0.00,14,$0.02,5,$0.02,$0.38,$10.32
LK422291,874,Pulse,Regulated FP,2,$272.26,0.05%,$0.14,8,$0.30,$2.39,$0.00,7,$0.02,1,$0.02,$0.16,$2.69
LK422291,874,Pulse,Regulated FP Smtk,2,$28.19,0.11%,$0.03,5,$0.20,$0.99,$0.00,4,$0.02,1,$0.02,$0.10,$1.12
LK422291,874,Pulse Pay Choice,Qual Petro Smtk,0,$681.46,0.88%,$5.99,99,$0.20,$20.11,$0.00,72,$0.02,27,$0.02,$1.98,$28.08
LK422291,874,Pulse Pay Choice,Qualified Petroleum,0,"$4,375.47",0.77%,$33.87,105,$0.23,$23.70,$0.00,68,$0.02,37,$0.02,$2.10,$59.67
LK422291,874,Pulse Pay Choice,Regulated FP,2,$682.34,0.05%,$0.35,16,$0.30,$4.76,$0.00,8,$0.02,8,$0.02,$0.32,$5.43
LK422291,874,Pulse Pay Choice,Regulated FP Smtk,2,$19.23,0.16%,$0.03,6,$0.18,$1.08,$0.00,4,$0.02,2,$0.02,$0.12,$1.23
LK422291,874,Pulse Pay Limited,Qual Petro Smtk,0,$40.71,1.23%,$0.50,6,$0.19,$1.13,$0.00,5,$0.02,1,$0.02,$0.12,$1.75
LK422291,874,Pulse Pay Limited,Qualified Petroleum,0,$65.10,1.15%,$0.75,3,$0.23,$0.69,$0.00,2,$0.02,1,$0.02,$0.06,$1.50
LK422291,874,Pulse Pay Limited,Regulated FP,2,$30.00,0.07%,$0.02,1,$0.30,$0.30,$0.00,0,$0.00,1,$0.02,$0.02,$0.34
LK422291,874,Star All Star,Qualified Petroleum,0,"$6,950.21",0.80%,$55.62,307,$0.24,$74.53,$0.00,212,$0.02,95,$0.02,$6.14,$136.29
LK422291,874,Star West POS,Qualified Petroleum,0,$554.27,0.80%,$4.44,40,$0.17,$6.76,$0.00,29,$0.02,11,$0.02,$0.80,$12.00
LK422291,874,Star West POS,Reg Fraud Prevent,2,"$4,993.03",0.05%,$2.51,222,$0.26,$56.69,$0.00,155,$0.02,67,$0.02,$4.44,$63.64
LK422291,874,Visa,BUS ENH RETAIL,0,$104.95,2.42%,$2.54,2,$0.10,$0.20,$0.00,1,$0.02,1,$0.02,$0.04,$2.78
LK422291,874,Visa,Business Retail         ,0,$491.92,2.31%,$11.35,12,$0.10,$1.20,$0.00,9,$0.02,3,$0.02,$0.24,$12.79
LK422291,874,Visa,CPS Rtl KeyEnt DB,0,$188.83,1.77%,$3.34,4,$0.15,$0.60,$0.00,2,$0.02,2,$0.02,$0.08,$4.02
LK422291,874,Visa,CPS Rtl KeyEnt PP,0,$27.40,1.86%,$0.51,1,$0.20,$0.20,$0.00,1,$0.02,0,$0.00,$0.02,$0.73
LK422291,874,Visa,CPS Sm Tckt DB,0,"$2,587.31",1.67%,$43.09,295,$0.04,$11.80,$0.00,188,$0.02,107,$0.02,$5.90,$60.79
LK422291,874,Visa,CPS SM Tckt PP,0,$399.12,1.72%,$6.85,48,$0.05,$2.40,$0.00,37,$0.02,11,$0.02,$0.96,$10.21
LK422291,874,Visa,CPS Small Ticket,0,$271.31,1.79%,$4.86,29,$0.04,$1.16,$0.00,17,$0.02,12,$0.02,$0.58,$6.60
LK422291,874,Visa,CPS Svc Stn,0,"$6,856.98",1.19%,$81.43,154,$0.25,$38.50,$0.00,99,$0.02,55,$0.02,$3.08,$123.01
LK422291,874,Visa,CPS Svc Stn DB,0,"$13,050.09",0.90%,$117.41,372,$0.15,$55.80,$0.00,243,$0.02,129,$0.02,$7.44,$180.65
LK422291,874,Visa,CPS Svc Stn PP,0,$692.96,1.26%,$8.76,24,$0.15,$3.60,$0.00,20,$0.02,4,$0.02,$0.48,$12.84
LK422291,874,Visa,CREDIT PETRO EIRF,0,$10.72,2.43%,$0.26,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$0.38
LK422291,874,Visa,EIRF Petro DB,0,$43.54,1.86%,$0.81,3,$0.20,$0.60,$0.00,0,$0.00,3,$0.02,$0.06,$1.47
LK422291,874,Visa,EIRF Petro PP,0,$8.54,1.87%,$0.16,1,$0.20,$0.20,$0.00,0,$0.00,1,$0.02,$0.02,$0.38
LK422291,874,Visa,Purchase Lvl2,0,$238.28,2.16%,$5.14,3,$0.10,$0.30,$0.00,3,$0.02,0,$0.00,$0.06,$5.50
LK422291,874,Visa,Purchase Lvl3,0,$492.78,2.06%,$10.13,10,$0.10,$1.00,$0.00,9,$0.02,1,$0.02,$0.20,$11.33
LK422291,874,Visa,Reg Db Face to Face FP,2,"$13,309.63",0.16%,$21.35,406,$0.22,$89.32,$0.00,263,$0.02,143,$0.02,$8.12,$118.79
LK422291,874,Visa,Reg Db Key Entered FP,2,$3.83,0.00%,$0.00,1,$0.22,$0.22,$0.00,0,$0.00,1,$0.02,$0.02,$0.24
LK422291,874,Visa,Reg Db Sm Tckt FP,2,"$3,099.41",0.16%,$4.88,363,$0.22,$79.86,$0.00,243,$0.02,120,$0.02,$7.26,$92.00
LK422291,874,Visa,REG FRD DB EIRF,2,$10.19,0.20%,$0.02,1,$0.22,$0.22,$0.00,0,$0.00,1,$0.02,$0.02,$0.26
LK422291,874,Visa,REG FRD DB MID QUAL,2,$268.61,0.16%,$0.44,2,$0.22,$0.44,$0.00,0,$0.00,2,$0.02,$0.04,$0.92
LK422291,874,Visa,REG FRD DB QUAL,2,"$2,008.40",0.16%,$3.23,32,$0.22,$7.04,$0.00,23,$0.02,9,$0.02,$0.64,$10.91
LK422291,874,Visa,US BUS CP DB,0,$574.11,1.81%,$10.40,11,$0.10,$1.10,$0.00,9,$0.02,2,$0.02,$0.22,$11.72
LK422291,874,Visa,US IR Reg DB,1,$31.40,0.99%,$0.31,1,$0.22,$0.22,$0.00,1,$0.02,0,$0.00,$0.02,$0.55
LK422291,874,Visa,US SIGN BUS RETAIL,0,$267.45,2.51%,$6.71,3,$0.10,$0.30,$0.00,3,$0.02,0,$0.00,$0.06,$7.07
LK422291,874,Visa,US VSP FUEL,0,$352.65,1.26%,$4.44,9,$0.25,$2.25,$0.00,6,$0.02,3,$0.02,$0.18,$6.87
LK443892,*Unassigned*,ACCEL Advantage POS,Qualified Petroleum,0,$40.71,0.86%,$0.35,6,$0.20,$1.21,$0.00,0,$0.00,6,$0.00,$0.00,$1.56
LK443892,*Unassigned*,ACCEL/XCHG,Qualified Petroleum,0,$132.25,0.79%,$1.05,8,$0.16,$1.26,$0.00,0,$0.00,8,$0.00,$0.00,$2.31
LK443892,*Unassigned*,American Express,Normal,0,$401.10,0.00%,$0.00,9,$0.00,$0.00,$0.00,0,$0.00,9,$0.02,$0.18,$0.18
LK443892,*Unassigned*,Cannot Route,Qualified Petroleum,0,$0.00,0.00%,$0.00,1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,$0.02
LK443892,*Unassigned*,Discover,Commrcl Electronic,0,$41.84,2.39%,$1.00,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$1.12
